title,memory_capacity,memory_frequency,memory_type,manufacturer,gpu_name,gpu_frequency,min_price,max_price,img_url,reference_url
INNO3D GeForce RTX 3060 TWIN X2 OC,12 ГБ,15000 МГц,GDDR6,NVIDIA,NVIDIA GeForce RTX 3060,1792 МГц,31999,31999,https://s.ek.ua/jpg/1941090.jpg,https://ek.ua/ua/ua/INNO3D-GEFORCE-RTX-3060-TWIN-X2-OC.htm
INNO3D GeForce GTX 1650 GDDR6 TWIN X2 OC,4 ГБ,12000 МГц,GDDR6,NVIDIA,NVIDIA GeForce GTX 1650,1620 МГц,12199,12199,https://s.ek.ua/jpg/1898506.jpg,https://ek.ua/ua/ua/INNO3D-GEFORCE-GTX-1650-GDDR6-TWIN-X2-OC.htm
MSI GTX 1050 TI Gaming 4G,4 ГБ,7008 МГц,GDDR5,NVIDIA,NVIDIA GeForce GTX 1050 Ti,1316 МГц,13599,13599,https://s.ek.ua/jpg/949297.jpg,https://ek.ua/ua/ua/MSI-GTX-1050-TI-GAMING-4G.htm
Gigabyte GeForce RTX 3080 Ti VISION OC 12G,12 ГБ,19000 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3080 Ti,1710 МГц,70134,80190,https://s.ek.ua/jpg/2033456.jpg,https://ek.ua/ua/ua/GIGABYTE-GEFORCE-RTX-3080-TI-VISION-OC-12G.htm
Gigabyte GeForce GTX 1050 Ti D5 4G,4 ГБ,7008 МГц,GDDR5,NVIDIA,NVIDIA GeForce GTX 1050 Ti,1316 МГц,9190,11427,https://s.ek.ua/jpg/949799.jpg,https://ek.ua/ua/ua/GIGABYTE-GEFORCE-GTX-1050-TI-D5-4G.htm
Gigabyte GeForce RTX 3060 Ti VISION OC LHR 8G,8 ГБ,14000 МГц,GDDR6,NVIDIA,NVIDIA GeForce RTX 3060 Ti,1755 МГц,29754,35642,https://s.ek.ua/jpg/2055460.jpg,https://ek.ua/ua/ua/GIGABYTE-GEFORCE-RTX-3060-TI-VISION-OC-LHR-8G.htm
INNO3D GeForce RTX 2060 TWIN X2,6 ГБ,14000 МГц,GDDR6,NVIDIA,NVIDIA GeForce RTX 2060,1680 МГц,20320,21390,https://s.ek.ua/jpg/1500567.jpg,https://ek.ua/ua/ua/INNO3D-GEFORCE-RTX-2060-TWIN-X2.htm
MSI GeForce RTX 3080 Ti GAMING X TRIO 12G,12 ГБ,19000 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3080 Ti,1770 МГц,66255,82795,https://s.ek.ua/jpg/2033772.jpg,https://ek.ua/ua/ua/MSI-GEFORCE-RTX-3080-TI-GAMING-X-TRIO-12G.htm
MSI GeForce RTX 3070 Ti VENTUS 3X 8G OC,8 ГБ,19000 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3070 Ti,1800 МГц,45126,51120,https://s.ek.ua/jpg/2033813.jpg,https://ek.ua/ua/ua/MSI-GEFORCE-RTX-3070-TI-VENTUS-3X-8G-OC.htm
Gigabyte GeForce GTX 1660 SUPER OC 6G,6 ГБ,14000 МГц,GDDR6,NVIDIA,NVIDIA GeForce GTX 1660 SUPER,1830 МГц,22999,30250,https://s.ek.ua/jpg/1681786.jpg,https://ek.ua/ua/ua/GIGABYTE-GEFORCE-GTX-1660-SUPER-OC-6G.htm
MSI GT 1030 2GHD4 LP OC,2 ГБ,2100 МГц,DDR4,NVIDIA,NVIDIA GeForce GT 1030,1189 МГц,2998,3791,https://s.ek.ua/jpg/1422916.jpg,https://ek.ua/ua/ua/MSI-GT-1030-2GHD4-LP-OC.htm
PowerColor Radeon RX 6900 XT Red Devil,16 ГБ,16000 МГц,GDDR6,AMD,AMD Radeon RX 6900 XT,2340 МГц,55750,70198,https://s.ek.ua/jpg/1971349.jpg,https://ek.ua/ua/ua/POWERCOLOR-RADEON-RX-6900-XT-RED-DEVIL.htm
Asus GeForce RTX 3080 TUF GAMING OC V2 LHR,10 ГБ,19500 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3080,1815 МГц,56538,59400,https://s.ek.ua/jpg/2077942.jpg,https://ek.ua/ua/ua/ASUS-GEFORCE-RTX-3080-TUF-GAMING-OC-V2-LHR.htm
Palit GeForce RTX 3070 GameRock V1 LHR,8 ГБ,14000 МГц,GDDR6,NVIDIA,NVIDIA GeForce RTX 3070,1725 МГц,35499,35499,https://s.ek.ua/jpg/2053224.jpg,https://ek.ua/ua/ua/PALIT-GEFORCE-RTX-3070-GAMEROCK-V1-LHR.htm
MSI GeForce RTX 3070 VENTUS 3X 8G OC LHR,8 ГБ,14000 МГц,GDDR6,NVIDIA,NVIDIA GeForce RTX 3070,1755 МГц,33185,45162,https://s.ek.ua/jpg/2053199.jpg,https://ek.ua/ua/ua/MSI-GEFORCE-RTX-3070-VENTUS-3X-8G-OC-LHR.htm
MSI GeForce GTX 1650 4GT LP OC,4 ГБ,8000 МГц,GDDR5,NVIDIA,NVIDIA GeForce GTX 1650,1695 МГц,11999,11999,https://s.ek.ua/jpg/1633274.jpg,https://ek.ua/ua/ua/MSI-GEFORCE-GTX-1650-4GT-LP-OC.htm
Gigabyte GeForce GTX 1660 SUPER D6 6G,6 ГБ,14000 МГц,GDDR6,NVIDIA,NVIDIA GeForce GTX 1660 SUPER,1785 МГц,23300,23300,https://s.ek.ua/jpg/1972988.jpg,https://ek.ua/ua/ua/GIGABYTE-GEFORCE-GTX-1660-SUPER-D6-6G.htm
INNO3D GeForce RTX 3080 Ti ICHILL X4,12 ГБ,19000 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3080 Ti,1710 МГц,82290,84496,https://s.ek.ua/jpg/2053297.jpg,https://ek.ua/ua/ua/INNO3D-GEFORCE-RTX-3080-TI-ICHILL-X4.htm
Asus Radeon RX 6600 XT ROG STRIX Gaming OC,8 ГБ,16000 МГц,GDDR6,AMD,AMD Radeon RX 6600 XT,2607 МГц,28560,28560,https://s.ek.ua/jpg/2073275.jpg,https://ek.ua/ua/ua/ASUS-RADEON-RX-6600-XT-ROG-STRIX-GAMING-OC.htm
MSI Radeon RX 6700 XT MECH 2X 12G OC,12 ГБ,16000 МГц,GDDR6,AMD,AMD Radeon RX 6700 XT,2620 МГц,34047,45162,https://s.ek.ua/jpg/1977470.jpg,https://ek.ua/ua/ua/MSI-RADEON-RX-6700-XT-MECH-2X-12G-OC.htm
Gigabyte Radeon RX 580 GAMING 4G,4 ГБ,7000 МГц,GDDR5,AMD,AMD Radeon RX 580,1355 МГц,11985,12585,https://s.ek.ua/jpg/1097117.jpg,https://ek.ua/ua/ua/GIGABYTE-RADEON-RX-580-GAMING-4G.htm
Asus Radeon RX 6900 XT ROG STRIX LC,16 ГБ,16000 МГц,GDDR6,AMD,AMD Radeon RX 6900 XT,2525 МГц,53990,100573,https://s.ek.ua/jpg/2038542.jpg,https://ek.ua/ua/ua/ASUS-RADEON-RX-6900-XT-ROG-STRIX-LC.htm
INNO3D GeForce RTX 3060 TWIN X2 LHR,12 ГБ,15000 МГц,GDDR6,NVIDIA,NVIDIA GeForce RTX 3060,1777 МГц,29999,32799,https://s.ek.ua/jpg/2102868.jpg,https://ek.ua/ua/ua/INNO3D-GEFORCE-RTX-3060-TWIN-X2-LHR.htm
Gigabyte Radeon RX 6800 XT GAMING OC 16G,16 ГБ,16000 МГц,GDDR6,AMD,AMD Radeon RX 6800 XT,2285 МГц,49842,49842,https://s.ek.ua/jpg/1958262.jpg,https://ek.ua/ua/ua/GIGABYTE-RADEON-RX-6800-XT-GAMING-OC-16G.htm
Asus GeForce RTX 3080 ROG STRIX V2 White OC LHR,10 ГБ,19500 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3080,1935 МГц,54000,54000,https://s.ek.ua/jpg/2052913.jpg,https://ek.ua/ua/ua/ASUS-GEFORCE-RTX-3080-ROG-STRIX-V2-WHITE-OC-LHR.htm
Asus GeForce GT 630 GT630-1GD5,1 ГБ,3200 МГц,GDDR5,NVIDIA,NVIDIA GeForce GT 630,810 МГц,1299,1299,https://s.ek.ua/jpg/247793.jpg,https://ek.ua/ua/ua/ASUS-GEFORCE-GT-630-GT630-1GD5.htm
AFOX GeForce GTX 750 Ti AF750TI-4096D5H4,4 ГБ,5400 МГц,GDDR5,NVIDIA,NVIDIA GeForce GTX 750 Ti,1085 МГц,7036,7526,https://s.ek.ua/jpg/2110650.jpg,https://ek.ua/ua/ua/AFOX-GEFORCE-GTX-750-TI-AF750TI-4096D5H4.htm
MSI GTX 1070 Gaming X 8G,8 ГБ,8108 МГц,GDDR5,NVIDIA,NVIDIA GeForce GTX 1070,1607 МГц,23970,23970,https://s.ek.ua/jpg/839158.jpg,https://ek.ua/ua/ua/MSI-GTX-1070-GAMING-X-8G.htm
MSI GeForce RTX 3070 Ti SUPRIM X 8G,8 ГБ,19000 МГц,GDDR6X,NVIDIA,NVIDIA GeForce RTX 3070 Ti,1875 МГц,43751,55550,https://s.ek.ua/jpg/2033789.jpg,https://ek.ua/ua/ua/MSI-GEFORCE-RTX-3070-TI-SUPRIM-X-8G.htm
MSI Radeon RX 6600 MECH 2X 8G,8 ГБ,14000 МГц,GDDR6,AMD,AMD Radeon RX 6600,2491 МГц,19835,23999,https://s.ek.ua/jpg/2110224.jpg,https://ek.ua/ua/ua/MSI-RADEON-RX-6600-MECH-2X-8G.htm
Sapphire NITRO+ RX 6800 XT SE 11304-01-20G,16 ГБ,16000 МГц,GDDR6,AMD,AMD Radeon RX 6800 XT,2360 МГц,50864,61450,https://s.ek.ua/jpg/1909027.jpg,https://ek.ua/ua/ua/SAPPHIRE-NITROPLUS-RX-6800-XT-SE-11304-01-20G.htm
